Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Food_Incidents_Count,Food_System_Impacts,Food_Security_Categories,Event_Description_Clean,Event_Description_Words,has_coords,Year,Month,post_oct7
2024-01-27,27 January 2024: A PRCS medical facility denied claims by Israeli forces of the presence of armed individuals inside the facility and appealed to the international community to intervene.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Communication,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43917,2024-02-01,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,A PRCS medical facility denied claims by Israeli forces of the presence of armed individuals inside the facility and appealed to the international community to intervene.,26,1,2024,1,1
2024-01-27,27 January 2024: Shelling in the vicinity of a medical facility was reported. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43986,2024-02-04,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,Shelling in the vicinity of a medical facility was reported.,10,1,2024,1,1
2024-01-27,27 January 2024: A male A&E nurse was arrested by Israeli forces.,OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,1,StillInCaptivity,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85117,2024-11-06,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,A male A&E nurse was arrested by Israeli forces.,9,1,2024,1,1
2024-01-27,27 January 2024: The vicinity of a Red Cross medical facility was hit by Israeli strikes.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87332,2025-01-17,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,The vicinity of a Red Cross medical facility was hit by Israeli strikes.,13,1,2024,1,1
2024-01-27,27 January 2024: The vicinity of a Red Cross medical facility was hit with shrapnel from nearby Israeli strikes.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87334,2025-01-17,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,The vicinity of a Red Cross medical facility was hit with shrapnel from nearby Israeli strikes.,16,1,2024,1,1
2024-01-27,"27 January 2024: A Red Cross make-shift medical facility was hit by Israeli gunfire, causing staff to evacuate. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87335,2025-01-17,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,"A Red Cross make-shift medical facility was hit by Israeli gunfire, causing staff to evacuate.",15,1,2024,1,1
2024-01-27,"27 January 2024: A Red Cross medical facility was hit by Israeli gunfire, injuring four people.",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Compound/Office Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87337,2025-01-17,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,"A Red Cross medical facility was hit by Israeli gunfire, injuring four people.",13,1,2024,1,1
2024-01-27,27 January 2024: A Red Cross ambulance was searched and its crew detained by Israeli forces.,OPT,PSE,West Bank,32.1,34.9,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87419,2025-01-20,2025-04-11,,,,A Red Cross ambulance was searched and its crew detained by Israeli forces.,13,1,2024,1,1
2024-01-27,"27 January 2024: A Red Cross crew were held at gunpoint by Israeli forces, who fired bullets in the air, upon their arrival at a medical facility to transport a patient.",OPT,PSE,West Bank,32.1,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,True,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87423,2025-01-20,2026-02-26,,,,"A Red Cross crew were held at gunpoint by Israeli forces, who fired bullets in the air, upon their arrival at a medical facility to transport a patient.",28,1,2024,1,1
2024-01-26,26 January 2024: The front of a Red Cross medical facility was hit by Israeli artillery and fragments scattered inside it. Medical teams were unable to reach the casualties. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43810,2024-01-28,2025-04-11,,,,The front of a Red Cross medical facility was hit by Israeli artillery and fragments scattered inside it. Medical teams were unable to reach the casualties.,26,1,2024,1,1
2024-01-26,26 January 2024: Israeli airstrikes and artillery shelling was reported in the vicinity of a medical complex. Structures and the yards of the complex were also fired upon by Israeli drone fire.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,1,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43832,2024-01-30,2025-04-11,,,,Israeli airstrikes and artillery shelling was reported in the vicinity of a medical complex. Structures and the yards of the complex were also fired upon by Israeli drone fire.,29,1,2024,1,1
2024-01-26,"26 January 2024: Civilians inside a medical facility were forced to leave by Isreli forces who surrounded the medical facility with tanks. Journalists and displaced individuals attempting to leave the medical facility, however, were reportedly fired at. Between 300 and 350 patients remained at the medical facility, unable to evacuate due to the danger.",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43893,2024-01-31,2025-04-11,,,,"Civilians inside a medical facility were forced to leave by Isreli forces who surrounded the medical facility with tanks. Journalists and displaced individuals attempting to leave the medical facility, however, were reportedly fired at. Between 300 and 350 patients remained at the medical facility, unable to evacuate due to the danger.",51,1,2024,1,1
2024-01-26,26 January 2024: A medical facility suffered a complete power outage due to fuel shortages.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43919,2024-02-01,2025-04-11,,,,A medical facility suffered a complete power outage due to fuel shortages.,12,1,2024,1,1
2024-01-26,26 January 2024: A Red Cross medical facility was damaged by Israeli strikes.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43980,2024-02-04,2026-02-26,,,,A Red Cross medical facility was damaged by Israeli strikes.,10,1,2024,1,1
2024-01-26,"26 January 2024: Israeli forces continued to besiege a medical facility, restricting all movement in the area. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43984,2024-02-04,2025-04-11,,,,"Israeli forces continued to besiege a medical facility, restricting all movement in the area.",14,1,2024,1,1
2024-01-26,26 January 2024: A male emergency room nurse was arrested by Israeli forces.,OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,1,StillInCaptivity,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85092,2024-11-05,2025-04-11,,,,A male emergency room nurse was arrested by Israeli forces.,10,1,2024,1,1
2024-01-26,26 January 2024: Two health workers were detained from a medical facility by Israeli forces. They were released on 13 October 2025. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,2,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,123976,2026-02-03,2026-02-27,,,,Two health workers were detained from a medical facility by Israeli forces. They were released on 13 October 2025.,19,1,2024,1,1
2024-01-26,26 January 2024: A health worker was detained by Israeli forces. He was released 13 October 2025 after 291 days of detention. ,OPT,PSE,Gaza Strip,31.5,34.4,"(3) District, Communicipality or Commune ",Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,0,0,1,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,124644,2026-02-12,2026-02-27,,,,A health worker was detained by Israeli forces. He was released 13 October 2025 after 291 days of detention.,19,1,2024,1,1
2024-01-25,25 January 2024: An Israeli quadcopter opened fire in the backyard of a medical facility.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43786,2024-01-27,2025-04-11,,,,An Israeli quadcopter opened fire in the backyard of a medical facility.,12,1,2024,1,1
2024-01-25,"25 January 2024: The vicinity of a medical facility was subjected to intense Israeli artillery shelling, and Israeli drones firing in the courtyards and towards the buildings.",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43790,2024-01-27,2025-04-11,,,,"The vicinity of a medical facility was subjected to intense Israeli artillery shelling, and Israeli drones firing in the courtyards and towards the buildings.",24,1,2024,1,1
2024-01-25,"25 January 2024: A medical facility was operating at 10% of its capacity due to the Israeli siege. The medical facility has run out of anaesthesia drugs, painkillers, and food, and fuel will only last for five days.",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,EnergySupplies,43959,2024-02-02,2025-04-11,,,,"A medical facility was operating at 10% of its capacity due to the Israeli siege. The medical facility has run out of anaesthesia drugs, painkillers, and food, and fuel will only last for five days.",35,1,2024,1,1
2024-01-25,"25 January 2024: A medical facility, which was previously designated as minimally functioning, was no longer operational, with reports of patients, who had just undergone critical operations, having to flee the facility. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44039,2024-02-05,2025-04-11,,,,"A medical facility, which was previously designated as minimally functioning, was no longer operational, with reports of patients, who had just undergone critical operations, having to flee the facility.",29,1,2024,1,1
2024-01-25,"As reported on, 25 January 2024: A multi UN-agency team were unable to evacuate all victims of an attack on a training centre to medical facility due to intense fighting. One patient died en route. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Open Space,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44061,2024-02-06,2025-01-10,,,,"As reported on, 25 January 2024: A multi UN-agency team were unable to evacuate all victims of an attack on a training centre to medical facility due to intense fighting. One patient died en route.",35,1,2024,1,1
2024-01-25,25 January 2024: A paediatrics and neonatology specialist for a Red Cross medical facility was killed alongside his daughter and son by Israeli forces.,OPT,PSE,Gaza Strip,31.4,34.3,"(4) Province, State, Governorate ",Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,70547,2024-08-31,2025-04-11,,,,A paediatrics and neonatology specialist for a Red Cross medical facility was killed alongside his daughter and son by Israeli forces.,21,1,2024,1,1
2024-01-25,"25 January 2024: An orthodontist and cosmetic dentist who owned a clinic, and also volunteered as a dentist at a medical facility, was shot dead by an Israeli sniper while going to get medical equipment. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84669,2024-10-17,2025-04-11,,,,"An orthodontist and cosmetic dentist who owned a clinic, and also volunteered as a dentist at a medical facility, was shot dead by an Israeli sniper while going to get medical equipment.",32,1,2024,1,1
2024-01-25,25 January 2024: A Red Cross ambulance was obstructed and searched by Israeli forces while attending patients who had been beaten. The crew were also verbally assaulted and beaten.,OPT,PSE,West Bank,32.3,35.1,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearm: Blunt Use,Project Site,0,0,0,0,0,0,0,0,True,0,1,0,0,,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87415,2025-01-20,2025-06-24,,,,A Red Cross ambulance was obstructed and searched by Israeli forces while attending patients who had been beaten. The crew were also verbally assaulted and beaten.,26,1,2024,1,1
